trip_id,time,speed,Number_of_trips
NORMAL_161_Warje Malwadi To Vimannagar_Up-0810_0,0.20861111100000002,22.099576307142858,133.0
NORMAL_53_DSK Vishwa To Mandai Stand_Down-0850_0,0.20861111100000002,37.98067242611111,144.0
NORMAL_146_Gokhalenagar To Pune Station_Down-0900_0,0.208888888,32.98527166428572,67.0
NORMAL_203_Hadapsar Gadital To Pune station_Up-0900_0,0.208888889,36.49318421615384,150.0
NORMAL_358_Bhosari To Rajgurunagar_Up-0840_0,0.20888889,51.25257837666667,44.0
NORMAL_VJR6_Bhosari To Hinjawadi Maan Phase 3_Up-0850_0,0.209166666,34.188551575714285,24.0
NORMAL_VJR2_Warje Malwadi To Kesnand Phata_Up-1435_0,0.209166667,30.084270715000002,329.0
NORMAL_102_Kothrud Depot To Lohgaon_Up-0845_0,0.209166667,26.476235445999997,165.0
NORMAL_202_Hadapsar Gadital To Warje Malwadi_Up-0820_0,0.209166667,28.491060785428573,204.0
NORMAL_97_Warje Malwadi To Sahkarnagar_Up-0840_0,0.209166668,30.331315946266667,188.0
NORMAL_376_Shewalwadi To Bhakti Shakti_Up-0820_0,0.209166668,35.14829167916667,153.0
NORMAL_180_Bhekrainagar To Na Ta Wadi_Down-0835_0,0.209444443,27.552631735454543,62.0
NORMAL_167_Hadapsar Gadital To Kesnand Phata_Up-0845_0,0.209444444,36.95547619538461,76.0
NORMAL_180_Na Ta Wadi To Bhekrainagar_Up-0855_0,0.209444444,31.132911503384612,93.0
NORMAL_304_Chinchwadgaon To Gavhanevasti Bhosari_Up-0850_0,0.209444445,32.96507146,49.0
NORMAL_174_NDA 10 No Gate Bus Stand To Pune Station_Down-0835_0,0.209722223,30.730617960111108,58.0
NORMAL_299_Katraj To Bhosarigaon_Up-1440_0,0.209722223,27.526957235454542,534.0
NORMAL_323_Ma Na Pa To Chikhali_Up-0835_0,0.21000000000000002,25.988627048888887,26.0
NORMAL_133_Ma Na Pa To Anand Park_Up-0850_0,0.210277777,32.441339346,161.0
NORMAL_170_Pune Station To Kondhwa Bk_Up-1445_0,0.210277777,18.466239033333334,44.0
NORMAL_301_Katraj To Shewalwadi_Up-0850_0,0.210277778,33.986736164545455,249.0
NORMAL_103_Kothrud Depot To Katraj_Down-0845_0,0.210277779,33.67228215428572,240.0
NORMAL_174_Pune Station To NDA 10 No Gate Bus Stand_Up-0750_0,0.210277779,39.043302819285714,86.0
NORMAL_174_NDA 10 No Gate Bus Stand To Pune Station_Down-0855_0,0.21055555599999998,38.464196298,17.0
NORMAL_376_Bhakti Shakti To Warje Malwadi_Down-0805_0,0.210555556,30.251360492142858,239.0
NORMAL_372_Bhakti Shakti To Hinjawadi Maan Phase 3_Up-1325_0,0.210555556,35.907740142499996,322.0
NORMAL_64_Warje Malwadi To Hadapsar Gadital_Down-1400_0,0.210555557,23.633729057272728,411.0
NORMAL_42_Katraj To Bhakti Shakti_Up-1240_0,0.21111110900000002,30.568852995,208.0
NORMAL_57_Vadgaon Bk To Pune Station_Down-1420_0,0.211111111,29.20109629775,535.0
NORMAL_296_Jambhulwadi To Shivajinagar_Up-0835_0,0.211111111,28.662670294999998,266.0
NORMAL_2_Shivajinagar To Katraj_Down-0850_0,0.211111111,31.337071976923077,232.0
NORMAL_372_Bhakti Shakti To Hinjawadi Maan Phase 3_Up-0855_0,0.21111111100000002,33.47816649533333,111.0
NORMAL_117_Dhayari Maruti Mandir To Swargate_Down-1440_0,0.211111112,38.29495594533333,298.0
NORMAL_339_Katraj To Santnagar MIDC Police Station_Up-0850_0,0.211111112,24.654269371999998,214.0
NORMAL_43_Katraj To Bhakti Shakti_Up-0905_0,0.211111112,43.110280617777775,39.0
NORMAL_155_Lohgaon To Pune Station (Via Dhanori)_Down-1435_0,0.211111113,31.054745412099997,64.0
NORMAL_235_Kharadi Gaon To Katraj_Down-1400_0,0.211388887,29.088400720833334,619.0
NORMAL_233_Marketyard To ST Stand Paud_Up-0820_0,0.211388888,46.72975224714286,31.0
NORMAL_185_Hadapsar Gadital To Wagholi Kesnand_Up-0905_0,0.211388889,25.8895344555,8.0
NORMAL_2_Shivaji Nagar To Katraj (Ladies Sp)_Down-0905_0,0.211388889,22.5822222278,79.0
NORMAL_215_Swargate To Chintamani Dyanpith_Up-0900_0,0.211388889,28.817322281076923,163.0
NORMAL_180_Na Ta Wadi To Bhekrainagar_Up-0835_0,0.21138889,40.57555523083334,217.0
NORMAL_304_Gavhanevasti Bhosari To Chinchwadgaon_Down-0900_0,0.21138889,33.215084593076924,50.0
NORMAL_322_Ma Na Pa River Side To Akurdi Railway Station_Up-0830_0,0.211944443,33.22891547285714,18.0
NORMAL_197_Kothrud Depot To Hadapsar Gadital_Down-1255_0,0.211944443,24.97172113657143,418.0
NORMAL_17_Narhegaon To Shaniwarwada_Down-0840_0,0.211944445,32.674494827846154,96.0
NORMAL_281_Bhakti Shakti To Warje Malwadi_Down-0800_0,0.211944445,31.986551103076923,127.0
NORMAL_315_Bhosari To Pune station via vishrantwadi_Down-0840_0,0.21222222200000002,41.220508005333336,89.0
NORMAL_305_Nigdi To Vadgaon Mawal_Up-1330_0,0.21222222200000002,37.657367688571426,98.0
NORMAL_305_Nigdi To Vadgaon Mawal_Up-1330_1,0.21222222200000002,37.657367688571426,98.0
NORMAL_372_Bhakti Shakti To Hinjawadi Maan Phase 3_Up-1415_1,0.21222222200000002,22.834750613,37.0
NORMAL_24_Lohagaon To Katraj_Down-0820_0,0.21222222200000002,31.08721269333333,196.0
NORMAL_331_Rahatnigaon To Charholigaon_Down-0835_0,0.212222223,32.4365600775,32.0
NORMAL_133_Anand Park To Ma Na Pa_Down-0840_0,0.21222222300000002,31.4090834174,273.0
NORMAL_144_Kothrud Stand To Pune Station_Up-1440_0,0.21222222300000002,27.97309802225,496.0
NORMAL_117A_DSK Vishwa To Swargate_Down-0855_0,0.212499998,40.24043577333333,166.0
NORMAL_180_Na Ta Wadi To Bhekrainagar_Up-1440_0,0.212499999,17.077848023714285,132.0
NORMAL_360_Alandi To Mhalungegaon Via Balewadi_Up-0830_0,0.212500001,30.9710131135625,52.0
NORMAL_186A_Swargate To Jspm College_Down-1440_0,0.212777776,20.00308371857143,269.0
NORMAL_174_Pune Station To NDA 10 No Gate Bus Stand_Up-0805_0,0.212777776,34.296623205624996,230.0
NORMAL_291_Hadapsar Gadital To Katraj_Down-0850_0,0.212777777,37.816652751333336,43.0
NORMAL_155_Pune Station To Lohgaon (Via Dhanori)_Up-0845_0,0.212777779,36.8958701956,24.0
NORMAL_292_Kondhanpur To Swargate_Down-1325_0,0.213055554,27.31671187627273,569.0
NORMAL_117_Dhayari Maruti Mandir To Swargate_Down-0840_0,0.213055556,27.60441112569231,89.0
NORMAL_2_Naregaon To Shivaji Nagar_Up-0805_0,0.213055558,31.370609839214286,280.0
NORMAL_148A_Bhosari Terminal To Bhekarai Depot_Down-1240_0,0.21333333299999999,40.20703917545455,517.0
NORMAL_33_Na Ta Wadi To Taljai Pathar_Down-0855_0,0.213333333,27.670701384166666,71.0
NORMAL_166_Vimannagar To Pune Station_Down-0900_0,0.21333333399999999,36.09804200846154,123.0
NORMAL_115P_Hinjawadi Phase 3 to Pune Station_Down-0855_0,0.213333334,36.609075306923074,103.0
NORMAL_27_Shivajinagar To Bharati Vidyapeeth_Down-0850_0,0.213333334,25.120010049999998,80.0
NORMAL_51_Shivajinagar To Dhayari Maruti Mandi_Up-0820_0,0.213333335,32.046792007058826,126.0
NORMAL_291_Hadapsar Gadital To Katraj_Down-0835_0,0.213611109,31.128169309999997,29.0
NORMAL_291_Katraj To Hadapsar Gadital_Up-0850_0,0.21361111,38.666333891875,31.0
NORMAL_291_Katraj To Hadapsar Gadital_Up-0900_0,0.213611111,35.89695844,29.0
NORMAL_117_Dhayari Maruti Mandir To Swargate_Down-0850_0,0.213611111,35.35629555625,144.0
NORMAL_152_Dhanori To MNP / KamalPark Via Lohagaon_Down-0845_0,0.21361111100000002,35.485719904916664,55.0
NORMAL_159_Talegaon Dhamdhere To Ma Na Pa_Down-0810_0,0.213611112,35.65353341083333,180.0
NORMAL_130_Yewalewadi To Shivajinagar_Up-0850_0,0.213611112,31.371910592,118.0
NORMAL_24_Maharashtra Housing Board Samtanagar To Katraj_Down-0820_0,0.213888888,29.77163928181818,186.0
NORMAL_43_Bhakti Shakti To Katraj_Down-0835_1,0.213888888,32.66383689888889,36.0
NORMAL_309_Dehugaon To Alandi_Down-0850_0,0.213888889,35.72757949636363,26.0
NORMAL_299_Bhosarigaon To Katraj_Down-0820_0,0.214166666,30.929218848571427,212.0
NORMAL_217_Gujarwadi To Mandai Stand_Up-1400_0,0.214166667,30.442925408888886,17.0
NORMAL_202_Warje Malwadi To Hadapsar Gadital_Down-0900_0,0.214166667,28.398449645833335,107.0
NORMAL_122_Ma Na Pa To Chinchwadgaon_Up-0835_0,0.214444443,37.828335252307696,78.0
NORMAL_298_Katraj To Chinchwad Gaon_Up-0840_0,0.214444443,28.0969776025,155.0
NORMAL_204_Chinchwad Gaon to  Bhekrainagar_Down-0855_0,0.214444444,37.84787284090909,124.0
NORMAL_91_Ishannagari To Ma Na Pa Congress Bhavan_Down-0850_0,0.21444444499999998,20.528818902888887,163.0
NORMAL_302_Gavhanevasti Bhosari To Pimprigaon_Down-0855_0,0.214444445,34.173697253374996,72.0
NORMAL_322_Akurdi Railway Station To Ma Na Pa River Side_Down-0835_0,0.214444445,32.65788415,72.0
NORMAL_VJR2_Warje Malwadi To Kesnand Phata_Up-0855_0,0.214444446,27.570283466666666,130.0
NORMAL_88_Hinjawadi Maan Phase 3 To Swargate_Down-0805_0,0.21472222200000002,27.118491820818182,167.0
NORMAL_181_Kondhwa Kh To Na Ta Wadi_Down-0840_0,0.214722223,25.246914976153846,65.0
NORMAL_5_Swargate To Pune Station_Up-1425_0,0.215,33.45936971909091,343.0
NORMAL_5_Swargate To Pune Station_Up-1400_0,0.215,33.45936971909091,343.0
NORMAL_5_Swargate To Pune Station_Up-1410_0,0.215,33.45936971909091,343.0
NORMAL_VJR3_Hadapsar Gadital To Kothrud Depot_Down-0830_0,0.215,25.910456139999997,155.0
NORMAL_5_Swargate To Pune Station_Up-1405_0,0.215,33.45936971909091,343.0
NORMAL_5_Swargate To Pune Station_Up-1420_0,0.215,33.45936971909091,343.0
NORMAL_5_Swargate To Pune Station_Up-1415_0,0.215,33.45936971909091,343.0
NORMAL_165_Wadgaonsheri To Ma Na Pa_Down-0900_0,0.215000001,32.09765879416667,120.0
NORMAL_42_Katraj To Bhakti Shakti_Up-0840_0,0.215277777,24.48708334222222,45.0
NORMAL_64_Warje Malwadi To Hadapsar Gadital (Ladies Sp)_Down-0835_0,0.215277777,20.8496660357,132.0
NORMAL_301_Katraj To Shewalwadi_Up-0845_0,0.215277778,32.70143295727273,222.0
NORMAL_299_Katraj To Bhosarigaon_Up-0900_0,0.215277778,34.749361345384614,266.0
NORMAL_43_Hinjawadi Phase 3 To Katraj_Down-0835_0,0.215277778,46.77876668727272,37.0
NORMAL_299_Katraj To Bhosarigaon_Up-0840_0,0.215277779,28.671658853999997,52.0
NORMAL_361_Bhosari Terminal To Alandi_Down-0855_0,0.21555555399999998,55.24781900875,97.0
NORMAL_202_Hadapsar Gadital To Warje Malwadi_Up-1300_0,0.215555554,28.025613007,303.0
NORMAL_155_Pune Station To Lohgaon (Via Dhanori)_Up-0905_0,0.21555555499999998,24.946971833571432,97.0
NORMAL_313_Chinchwadgaon To Chandkhed_Up-0900_0,0.215555555,36.30808120007143,117.0
NORMAL_163_Pune Station To Kharadi Gaon (Dhole Patil College)_Up-0845_0,0.215555555,36.32309011571429,53.0
NORMAL_217_Gujarwadi To Jambhulwadi_Down-0900_0,0.215555556,25.672923785875,14.0
NORMAL_292_Swargate To Kondhanpur_Up-0825_0,0.215555556,45.262403540769235,19.0
NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0850_0,0.215833334,39.27070410769231,159.0
NORMAL_29_Swargate To Alandi_Up-0835_0,0.216111109,36.79148737375,102.0
NORMAL_115P_Pune Station to Hinjawadi Phase 3_Up-0845_0,0.21611111100000002,42.5585235,257.0
NORMAL_19_Shivajinagar To Kondhwa Hospital_Down-0835_0,0.21611111100000002,27.587563455125,24.0
NORMAL_256_Ma Na Pa To Balewadi Depot_Up-0845_0,0.216111112,37.43680116,43.0
NORMAL_315_Pune station To Bhosari via vishrantwadi_Up-0840_0,0.216111112,41.260498836875,104.0
NORMAL_366_Bhakti Shakti To Pune Station (Via Yerwada)_Down-0850_0,0.216388888,37.28447332,123.0
NORMAL_205_Hadapsar Gadital To Vasantdada Putala Sangvi_Up-1445_0,0.216388889,25.649726276,118.0
NORMAL_30_Ghotawade Phata To Marketyard_Down-0850_0,0.216388889,33.66903420555556,9.0
NORMAL_77_Warje Malwadi To Warje Malwadi_Round-1435_0,0.216388889,24.09189996288889,206.0
NORMAL_281_Warje Malwadi To Bhakti Shakti_Up-0800_0,0.21638889,31.469064875454546,79.0
NORMAL_348_Nigdi To Pune Station_Down-0820_0,0.216666666,41.441810348666664,167.0
NORMAL_322_Akurdi Rly Station To Warjemalwadi_Up-0750_0,0.216666667,28.298813343909092,109.0
NORMAL_42_Katraj To Bhakti Shakti_Up-0900_0,0.216666668,28.287480764999998,219.0
NORMAL_7A_Hadapsar Gadital To Uruli Kanchan_Up-0845_0,0.216944443,62.07852935416667,64.0
NORMAL_298_Katraj To Chinchwad Gaon_Up-0815_0,0.21694444400000001,36.41929997583333,149.0
NORMAL_305_Nigdi To Vadgaon Mawal_Up-0830_0,0.21694444400000001,40.461502434375,31.0
NORMAL_161_Warje Malwadi To Vimannagar_Up-1440_0,0.21694444499999999,30.579343377692307,340.0
NORMAL_121_Bhosari Terminal To Ma Na Pa_Down-0855_0,0.216944445,39.09380001666667,131.0
NORMAL_64_Hadapsar Gadital To Warje Malwadi (Ladies Sp)_Up-0835_0,0.217222223,22.825889557272728,97.0
NORMAL_301_Katraj To Shewalwadi_Up-1320_0,0.217222223,34.888614592636365,438.0
NORMAL_201_Alandi To Bhekrainagar_Down-0835_0,0.217222225,32.41158354264286,75.0
NORMAL_281_Warje Malwadi To Bhakti Shakti_Up-0850_0,0.217499999,22.311137545,179.0
NORMAL_VJR2_Warje Malwadi To Kesnand Phata_Up-0845_0,0.2175,26.601314125454543,186.0
NORMAL_117_Dhayari Maruti Mandir To Swargate_Down-0845_0,0.2175,29.592987634285716,113.0
NORMAL_204_Chinchwad Gaon to  Bhekrainagar_Down-0755_0,0.2175,50.28172002899999,170.0
NORMAL_159_Kasturi Shikshan Sanstha To Ma Na Pa_Down-0900_0,0.217500001,42.490943447090906,25.0
NORMAL_94_Pune Station To Kothrud Depot_Down-0845_0,0.217500001,29.102221374615382,194.0
NORMAL_87_Deccan Gymkhana To Sutarwadi Pashan (Vai Bhagvatinagar)_Up-1350_0,0.217500002,41.288698608,410.0
NORMAL_320_Mahalungegaon To Alandi_Down-0840_0,0.217500002,37.871919786,144.0
NORMAL_276_Warje Malawadi To Chinchwad Gaon Up_Up-1300_0,0.217777776,33.16496374153846,435.0
NORMAL_117_Swargate To Dhayari Maruti Mandir_Up-0855_0,0.217777778,36.33318031947368,152.0
NORMAL_360_Mhalungegaon To Alandi Via Balewadi_Down-0845_0,0.217777779,42.264807064500005,92.0
NORMAL_309_Alandi To Dehugaon_Up-0855_0,0.217777779,30.433793499,17.0
NORMAL_276_Warje Malawadi To Chinchwad Gaon Up_Up-0850_0,0.21805555399999998,33.07339293333333,68.0
NORMAL_188_Katraj To Hadapsar Gadital_Down-0845_0,0.218055555,27.74411023125,12.0
NORMAL_67_Swargate To Kharadi_UP-0845_0,0.218055555,30.642524638999998,179.0
NORMAL_337_Dhayari Maruti Mandir To Bhakti Shakti_Up-0835_0,0.21805555599999998,21.270089616625,53.0
NORMAL_146_Pune Station To Niljyoti Society_Up-0850_0,0.21805555599999998,25.577642739999998,26.0
NORMAL_30_Ghotawade Phata To Marketyard_Down-0815_0,0.218055556,37.995521162857145,124.0
NORMAL_233_Marketyard To ST Stand Paud_Up-0850_0,0.218055556,29.818160548571427,42.0
NORMAL_117A_Swargate To DSK Vishwa_Up-0845_0,0.21833333300000002,40.33248362214285,79.0
NORMAL_204_Bhekrainagar To Chinchwad Gaon_Up-0800_0,0.21833333400000002,32.667104858181816,131.0
NORMAL_234_Kharadi Gaon To Ma Na Pa_Down-0855_0,0.218611111,33.44818115333333,106.0
NORMAL_348_Pune Station To Nigdi_Up-0840_0,0.218611112,42.70275018142858,199.0
NORMAL_295_Narhegaon To Pune Station_Up-0830_0,0.218611112,23.592384537,21.0
NORMAL_202_Hadapsar Gadital To Warje Malwadi_Up-0900_0,0.218888889,29.09448137333333,152.0
NORMAL_24_Maharashtra Housing Board Samtanagar To Katraj_Down-0855_0,0.218888889,26.7663728776,150.0
NORMAL_14_Kesnand Phata To Dhayari Maruti Mandir_Down-1235_0,0.21888889,28.851428332666668,277.0
NORMAL_301_Shewalwadi To Katraj_Down-0840_0,0.21888889,32.924127286923074,212.0
NORMAL_VJR4_Kothrud Depot To Vishrantwadi_Up-0900_0,0.219166667,37.51360137294118,255.0
NORMAL_82_NDA 10 No Gate Bus Stand To MaNaPa To Kondhwagate_Round-1420_0,0.21916666799999998,24.76562235,384.0
NORMAL_301_Shewalwadi To Katraj_Down-0820_0,0.219722222,29.4707807525,213.0
NORMAL_206_Hadapsar Gadital To Vishalnagar_Up-0840_0,0.219722222,25.654540857777775,122.0
NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-1440_0,0.219722223,43.62399423466666,786.0
NORMAL_167_Hadapsar Gadital To Kesnand Phata_Up-0855_0,0.219999998,39.08448336615385,44.0
NORMAL_276_Warje Malawadi To Chinchwad Gaon Up_Up-1430_0,0.219999999,34.01533328666667,357.0
NORMAL_11_Pimplegurav To Marketyard_Down-0850_0,0.22,29.0471071275,53.0
NORMAL_233_ST Stand Paud To Marketyard_Down-0805_0,0.22,29.067586735818182,31.0
NORMAL_13_Shivajinagar To Upper Depot_Down-0900_0,0.220000001,28.27718517892308,191.0
NORMAL_24_Katraj To Maharashtra Housing Board Samtanagar_Up-0900_0,0.220000001,28.181963685,219.0
NORMAL_56_Vadgaon Bk To Mandai_Up-0845_0,0.220000001,22.773464196166668,67.0
NORMAL_331_Bhosari To Rahatnigaon_Up-0900_0,0.220000002,33.38592493125,81.0
NORMAL_57_Vadgaon Bk To Pune Station_Down-0840_0,0.220277777,26.77761560076923,113.0
NORMAL_299_Bhosarigaon To Katraj_Down-1335_0,0.220277777,24.479944186111112,411.0
NORMAL_10_Keshavnagar To Swargate_Down-1400_0,0.220555555,24.433489807555556,516.0
NORMAL_369_Bhamchandra Vidhyalay Vasuli To Bhakti Shakti_Down-0840_0,0.22055555599999999,37.491436498,14.0
NORMAL_11_Katraj To Pimple gurav_Up-0645_0,0.22055555599999999,34.518942545,244.0
NORMAL_202_Warje Malwadi To Hadapsar Gadital_Down-1250_0,0.22055555599999999,24.89995299375,473.0
NORMAL_357_Pune Station To Bhosari Terminal_Up-0855_0,0.220555556,42.403003398125,273.0
NORMAL_372_Bhakti Shakti To Hinjawadi Maan Phase 3 (Ladies Sp)_Up-0840_0,0.220833332,37.53152773083333,123.0
NORMAL_119_Alandi To Ma Na Pa_Down-0835_0,0.220833334,40.267870761333334,122.0
NORMAL_5_Pune Station To Swargate_Down-0855_0,0.220833334,32.352844089363636,104.0
NORMAL_113_Appa Balawant Chowk To Pimplegurav Via Medi Point Mayurnagri_Up-0835_0,0.220833334,29.947226559999997,29.0
NORMAL_304_Chinchwadgaon To Gavhanevasti Bhosari_Up-0855_0,0.220833335,30.35740586623077,44.0
NORMAL_339_Santnagar MIDC Police Station To Katraj_Down-0835_0,0.221111109,36.10171077230769,122.0
NORMAL_337_Bhakti Shakti To Dhayari Maruti Mandir_Down-0855_0,0.221111111,35.391341109375,131.0
NORMAL_312_Chinchwadgaon To Pune Station_Down-0825_0,0.221111111,37.43462094785714,135.0
NORMAL_109_Ma Na Pa To Ma Na Pa_Round-1320_0,0.221111111,25.089944608363638,488.0
NORMAL_26_Shivajinagar To Dhankawadi_Down-1410_0,0.221111112,31.88714510722222,286.0
NORMAL_324_Bhosari To Hinjawadi Maan Phase 3_Up-0840_0,0.221111112,31.78895900909091,34.0
NORMAL_VJR2_Warje Malwadi To Kesnand Phata_Up-0815_0,0.221388888,37.0946602875,91.0
NORMAL_70_Deccan Gymkhana To Sheregaon_Up-0835_0,0.221388888,47.770825103125,31.0
NORMAL_109_Ma Na Pa To Ma Na Pa_Round-0825_0,0.221666665,30.274430320714288,210.0
NORMAL_36_Ma Na Pa To Chinchwadgaon_Up-0840_0,0.221944444,33.896264727500004,149.0
NORMAL_284_Bhakti Shakti To Kothrud Depot_Down-0825_0,0.22194444400000002,34.89747829866667,230.0
NORMAL_114_Ma Na Pa To Mhalungegaon_Up-0850_0,0.22194444400000002,41.799025904000004,41.0
NORMAL_115P_Hinjawadi Phase 3 to Pune Station_Down-0805_0,0.221944445,33.4577815425,110.0
NORMAL_367_Nigdi To Gavhanevasti Bhosari_Up-0850_0,0.22194444600000002,48.37951591,53.0
NORMAL_372_Bhakti Shakti To Hinjawadi Maan Phase 3_Up-0835_0,0.222222221,34.40493076736364,121.0
NORMAL_38_Na Ta Wadi To Dhankawadi_Down-0850_0,0.222222221,36.085510773454544,193.0
NORMAL_202_Warje Malwadi To Hadapsar Gadital_Down-0845_0,0.222222221,31.400808356363633,195.0
NORMAL_26_Dhankawadi To Shivajinagar_Up-0850_0,0.222222223,27.89706746083333,159.0
NORMAL_120_Ma Na Pa To Indoorance System Chakan Mhalunge_Up-0855_0,0.222222226,38.96875006357143,255.0
NORMAL_361_Bhosari Terminal To Alandi_Down-0905_0,0.2225,39.001049265285715,31.0
NORMAL_22_Shivajinagar To Khandoba Mandir_Down-0840_0,0.2225,31.59810894121429,133.0
NORMAL_117A_DSK Vishwa To Swargate_Down-1430_0,0.2225,34.213691925,409.0
NORMAL_304_Gavhanevasti Bhosari To Chinchwadgaon_Down-0850_0,0.222500001,34.60031304392308,47.0
NORMAL_354_Marketyard To Pimprigaon_Up-0840_0,0.222777776,38.955847228,274.0
NORMAL_49_Khanapur To Pune Station_Down-0835_0,0.22305555500000002,26.61181315583333,52.0
NORMAL_VJR2_Kesnand Phata To Warje Malwadi_Down-0855_0,0.223055556,37.62678127833333,80.0
NORMAL_148_Pimple Gurav To Shewalwadi_Down-0820_0,0.223055558,35.82394248833334,213.0
NORMAL_103_Hinjawadi - Maan Phase 3 To Katraj_Down-0850_0,0.223333333,42.248525663,54.0
NORMAL_216_Bharati Vidyapeeth To Bharati Vidyapeeth_Round-0830_0,0.223333333,28.82698379,243.0
NORMAL_VJR3_Hadapsar Gadital To Kothrud Depot_Down-1250_0,0.223333334,29.896285769,568.0
NORMAL_354_Marketyard To Pimpri Road_Down-0840_0,0.223333334,45.735551809444445,286.0
NORMAL_42_Bhakti Shakti To Katraj_Down-0855_0,0.223333334,37.98188253615385,159.0
NORMAL_237_Warje Malwadi To Kharadi gaon_UP-0850_0,0.22361111,23.400407106363637,187.0
NORMAL_140_Upper Depot To Pune Station_Up-0850_0,0.223611111,33.368979746,70.0
NORMAL_372_Hinjawadi Maan Phase 3 To Bhakti Shakti_Down-0835_0,0.223888888,32.77857410083333,99.0
NORMAL_154_Vishrantwadi To Sasoon Hospital_Down-0900_0,0.22388889,29.215587595583333,64.0
NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0855_0,0.224166666,35.53450971,93.0
NORMAL_372_Hinjawadi Maan Phase 3 To Bhakti Shakti_Down-0900_0,0.22416666600000001,40.11028485266667,122.0
NORMAL_17_Narhegaon To Shaniwarwada_Down-1415_0,0.22416666600000001,33.304560271875,531.0
NORMAL_111_Ma Na Pa To Bhekrainagar_Down-1305_0,0.22416666600000001,29.008944669999998,423.0
NORMAL_17_Narhegaon To Shaniwarwada_Down-1355_0,0.22416666600000001,33.304560271875,531.0
NORMAL_276_Chinchwad Gaon to Warje Malawadi_Down-0820_0,0.22416666700000001,37.13915179222222,140.0
NORMAL_VJR3_Hadapsar Gadital To Kothrud Depot_Down-0850_0,0.224444443,30.831072432222225,11.0
NORMAL_301_Katraj To Shewalwadi_Up-0820_0,0.224444444,30.821117145454547,112.0
NORMAL_42_Katraj To Bhakti Shakti_Up-0820_0,0.224444444,35.647029568,137.0
NORMAL_VJR2_Kesnand Phata To Warje Malwadi_Down-0845_0,0.224444444,32.69697909,154.0
NORMAL_281_Bhakti Shakti To Warje Malwadi_Down-0850_0,0.22444444400000002,29.925265359999997,105.0
NORMAL_110_Ma Na Pa To Ma Na Pa_Round-0900_0,0.224444445,33.99617036823529,272.0
NORMAL_159_Talegaon Dhamdhere To Ma Na Pa_Down-0830_0,0.22444444500000002,50.108835301875,55.0
NORMAL_111_Bhekrainagar To Ma Na Pa (Ladies Sp)_Up-0840_0,0.224444446,28.481888144,145.0
NORMAL_43_Dange Chowk To Katraj Via Chandani Chowk_Down-0855_0,0.224444446,39.509616483636364,34.0
NORMAL_10_Swargate To Keshavnagar_Up-0850_0,0.224444446,33.24222529090909,67.0
NORMAL_29_Alandi To Swargate_Down-0845_0,0.22444444600000002,41.396374953999995,108.0
NORMAL_36_Ma Na Pa To Chinchwadgaon_Up-1330_0,0.224722223,28.489385440000003,406.0
NORMAL_322_Akurdi Rly Station To Warjemalwadi_Up-1305_0,0.225,29.418424615166668,354.0
NORMAL_29_Alandi To Swargate_Down-0855_0,0.225,39.877464601875,108.0
NORMAL_253_Upper Depot To Vidyanagar_Up-0800_0,0.22500000099999998,31.89422462590909,40.0
NORMAL_149_Bhakti Shakti To Shewalwadi_Down-0845_0,0.225000001,41.506844522777776,63.0
NORMAL_113_Mandai Stand To Vasantdada Putala Sangvi Mandai Stand_Round-1400_0,0.22527777599999999,32.680207014666664,702.0
NORMAL_113_Mandai Stand To Vasantdada Putala Sangvi Mandai Stand_Round-1425_0,0.22527777599999999,32.680207014666664,702.0
NORMAL_113_Mandai Stand To Vasantdada Putala Sangvi Mandai Stand_Round-1415_0,0.22527777599999999,32.680207014666664,702.0
NORMAL_85_Ma Na Pa To Mohakarwadi_Up-0825_0,0.225277778,30.7965452943,65.0
NORMAL_165_Ma Na Pa To Wadgaonsheri_Up-0855_0,0.225277779,27.011113293333334,177.0
NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0830_0,0.225277779,39.553451415714285,217.0
NORMAL_VJR5_Ma Na Pa To Mukai Chowk_Up-0845_0,0.225555556,38.25676539166667,150.0
NORMAL_119_Ma Na Pa To Alandi_Up-0840_0,0.22555555600000002,43.346349447222224,137.0
NORMAL_299_Bhosarigaon To Katraj_Down-0840_0,0.225833331,35.274829413571425,179.0
NORMAL_52_Swargate To Khanapur_Up-0835_0,0.225833332,33.451979582,69.0
NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,0.225833333,36.08446852083333,167.0
NORMAL_207_Hadapsar To Saswad_Up-1440_0,0.226111109,40.62298103416666,152.0
NORMAL_177_Pune Station To Salunke Vihar_Up-0835_0,0.226111111,30.2971381025,86.0
NORMAL_126_Vishrantwadi To Pimplenilakh_Up-0840_0,0.226111112,40.5898274145,46.0
NORMAL_298_Katraj To Chinchwad Gaon_Up-1250_0,0.22638888799999998,31.639791476923076,435.0
NORMAL_158_Lohgaon To Ma Na Pa_Down-0850_0,0.226388888,25.500466917,221.0
NORMAL_312_Chinchwadgaon To Pune Station_Down-0850_1,0.226388889,33.560962325714286,111.0
NORMAL_82_NDA 10 No Gate Bus Stand To MaNaPa To Kondhwagate_Round-1250_0,0.226388889,28.330400893818183,486.0
